survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex,sex_female,sex_male,embarked,embarked_C,embarked_Q,embarked_S
0,3,30,1,1,24.15,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,2,34,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,31,1,1,26.25,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,11,1,2,120,First,child,FALSE,B,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,3,0.42,0,1,8.5167,Third,child,FALSE,,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
1,3,27,0,0,6.975,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,31,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,39,0,0,0,First,man,TRUE,A,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,18,0,0,7.775,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,39,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,33,1,0,53.1,First,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,26,0,0,7.8875,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,39,0,0,24.15,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,35,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,6,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,30.5,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,,0,0,0,First,man,TRUE,B,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,23,0,0,7.925,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,31,1,1,37.0042,Second,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,43,0,0,6.45,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,10,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,52,1,1,93.5,First,woman,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,27,0,0,8.6625,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,1,38,0,0,0,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,27,0,1,12.475,Third,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,2,4,1,39.6875,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,,0,0,6.95,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,,0,0,56.4958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,1,0,2,37.0042,Second,child,FALSE,,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
1,3,,0,0,7.75,Third,man,TRUE,,Queenstown,yes,TRUE,male,0,1,Q,0,1,0
1,1,62,0,0,80,First,woman,FALSE,B,,yes,TRUE,female,1,0,S,0,0,1
1,3,15,1,0,14.4542,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,2,0.83,1,1,18.75,Second,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,23,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,18,0,0,8.3,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,39,1,1,83.1583,First,woman,FALSE,E,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,21,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,32,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,,0,0,29.7,First,man,TRUE,C,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,20,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,16,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,30,0,0,31,First,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,34.5,0,0,6.4375,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,17,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,42,0,0,7.55,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,8,2,69.55,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,35,0,0,7.8958,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,2,28,0,1,33,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,,1,0,89.1042,First,woman,FALSE,C,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,4,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,74,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,9,1,1,15.2458,Third,child,FALSE,,Cherbourg,no,FALSE,female,1,0,C,1,0,0
1,1,16,0,1,39.4,First,woman,FALSE,D,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,44,1,0,26,Second,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,3,18,0,1,9.35,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,45,1,1,164.8667,First,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,51,0,0,26.55,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,24,0,3,19.2583,Third,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,41,2,0,14.1083,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,21,1,0,11.5,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,48,0,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,8,2,69.55,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,2,24,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,42,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,2,27,1,0,13.8583,Second,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,1,31,0,0,50.4958,First,man,TRUE,A,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,4,1,1,11.1333,Third,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,26,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,47,1,1,52.5542,First,woman,FALSE,D,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,33,0,0,5,First,man,TRUE,B,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,47,0,0,9,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,28,1,0,24,Second,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,15,0,0,7.225,Third,child,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,20,0,0,9.8458,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,19,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,56,0,1,83.1583,First,woman,FALSE,C,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,2,25,0,1,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,33,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,22,0,0,10.5167,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,28,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,25,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,39,0,5,29.125,Third,woman,FALSE,,Queenstown,no,FALSE,female,1,0,Q,0,1,0
0,2,27,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,19,0,0,30,First,woman,FALSE,B,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,1,2,23.45,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,26,0,0,30,First,man,TRUE,C,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,32,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
