survived,pclass,sex,sex(LE),age,sibsp,parch,fare,embarked,embarked,class,class,who,who,adult_male,embark_town,embark_town,alive,alive,alone
0,3,male,1,25,0,0,7.3,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,18,0,0,7.5,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,8,4,1,29.1,Q,1,Third,2,child,0,FALSE,Queenstown,1,no,0,FALSE
1,3,male,1,1,1,2,20.6,S,2,Third,2,child,0,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,46,0,0,79.2,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,2,male,1,16,0,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,28,8,2,69.6,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,1,male,1,28,0,0,30.7,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,25,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,39,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,49,0,0,25.9,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,3,female,0,31,0,0,8.7,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,30,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,female,0,30,1,1,24.2,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,2,male,1,34,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,31,1,1,26.3,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,1,male,1,11,1,2,120.0,S,2,First,0,child,0,FALSE,Southampton,2,yes,1,FALSE
1,3,male,1,0.42,0,1,8.5,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,FALSE
1,3,male,1,27,0,0,7.0,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
0,3,male,1,31,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,39,0,0,0.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,18,0,0,7.8,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,TRUE
0,2,male,1,39,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,33,1,0,53.1,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,26,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,39,0,0,24.2,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,35,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,6,4,2,31.3,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,30.5,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,28,0,0,0.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,23,0,0,7.9,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,TRUE
0,2,male,1,31,1,1,37.0,C,0,Second,1,man,1,TRUE,Cherbourg,0,no,0,FALSE
0,3,male,1,43,0,0,6.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,10,3,2,27.9,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
1,1,female,0,52,1,1,93.5,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,3,male,1,27,0,0,8.7,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
0,1,male,1,38,0,0,0.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,27,0,1,12.5,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,2,4,1,39.7,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,28,0,0,7.0,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,3,male,1,28,0,0,56.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,male,1,1,0,2,37.0,C,0,Second,1,child,0,FALSE,Cherbourg,0,yes,1,FALSE
1,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,yes,1,TRUE
1,1,female,0,62,0,0,80.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,3,female,0,15,1,0,14.5,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,FALSE
1,2,male,1,0.83,1,1,18.8,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,23,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,18,0,0,8.3,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,39,1,1,83.2,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,21,0,0,8.7,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,male,1,32,0,0,56.5,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
1,1,male,1,28,0,0,29.7,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,20,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,16,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,30,0,0,31.0,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,TRUE
0,3,male,1,34.5,0,0,6.4,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,17,0,0,8.7,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,42,0,0,7.6,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,8,2,69.6,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,35,0,0,7.9,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,2,male,1,28,0,1,33.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
1,1,female,0,28,1,0,89.1,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,4,4,2,31.3,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,74,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,9,1,1,15.2,C,0,Third,2,child,0,FALSE,Cherbourg,0,no,0,FALSE
1,1,female,0,16,0,1,39.4,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,2,female,0,44,1,0,26.0,S,2,Second,1,woman,2,FALSE,Southampton,2,no,0,FALSE
1,3,female,0,18,0,1,9.4,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,1,female,0,45,1,1,164.9,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,1,male,1,51,0,0,26.6,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
1,3,female,0,24,0,3,19.3,C,0,Third,2,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,41,2,0,14.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,21,1,0,11.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
1,1,female,0,48,0,0,25.9,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,female,0,28,8,2,69.6,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,2,male,1,24,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,42,0,0,13.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,2,female,0,27,1,0,13.9,C,0,Second,1,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,1,male,1,31,0,0,50.5,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,9.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,male,1,4,1,1,11.1,S,2,Third,2,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,26,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,47,1,1,52.6,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,33,0,0,5.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,47,0,0,9.0,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,28,1,0,24.0,C,0,Second,1,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
1,3,female,0,15,0,0,7.2,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,TRUE
0,3,male,1,20,0,0,9.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,19,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,56,0,1,83.2,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
1,2,female,0,25,0,1,26.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,33,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,22,0,0,10.5,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,TRUE
0,2,male,1,28,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,25,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,39,0,5,29.1,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,FALSE
0,2,male,1,27,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,19,0,0,30.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,female,0,28,1,2,23.5,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
1,1,male,1,26,0,0,30.0,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,32,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
